1888284779,2666673657,411549820
1888284773,1886728495,1886728496
1810377695,1810387267,1810387269,1337083591
1810377687,2425308957
4054102373,4054102372,4054102374
4054102374,4054102373,4054102375
4054102375,4054102372,4054102374
1918497374,1337083498,1918497373
4054102369,4054102368
1918497373,1918497375,1918497374
4054102370,4054102367
4054102371,4054102372,1099769142,1099769166
1918497375,1918497373,411810366
4054102372,4054102371,4054102373,4054102375
2104687875,2104687880,2439291850
2104687880,2104687875,4424802617
4745075308,2713689945,1344368120
4262641196,3809655805,3821834077
4745075310,4745075309,1344368081
4745075306,1344368147,1344368132
4745075309,4745075291,4745075310,1344368157,411854961
2870160247,2870160245,2870160249
2870160245,2870160247
2870160251,2870160249,2870160253
2870160249,2870160251,2870160247
2935074397,1889481556,411516729
4745075258,4745031439,1340958069
2870160253,2870160251,2895070357
4424763144,4107773973,4424763142
3396438728,1344368041,3396438729,411880833
4424763140,4424763137,4424763139
3396438729,3396438728,411880814,411880834
4424763142,4424763144,4424763141
4424763136,4424763137,4424763138
4424763139,4424763140,4424725939
4424763138,4424763136,4424763141
4424763141,4424763138,4424763142
4424763137,4424763140,4424763136
4745075295,4745075294,1340958038,1344368044
4745075294,4745075295,4745075293
4745075291,4745075309,4054070537
4745075293,4745075294,4054070539
2126151151,2126151149,2126151150
2126151149,2126151151,1344368122,411880818
2126151150,2126151151,1344368154,1344368018
3062756910,3062756912,3062756911,3062756905
3062756909,3062756906,3062756908
3062756912,1808580696,3062756913,3062756910
3062756911,3062756913,3062756910,3062756906
3062756906,3062756909,3062756911,3062756905
3062756905,3062756910,3062756908,3062756906
3062756908,3062756909,3062756903,3062756905
3062756907,3062756913,3062756915,3062756916
3062756902,3062756901
3062756901,3062756900,3062756902
3062756904,1808580700,1808580696
3062756903,3062757334,3062756908,2850497132
3062756900,1808580693,1808580658,3062756901
3062756926,3062756927,3062756925
3062756925,3062756924,3062756926
3062756928,3062756924,3062756927,3062756923
3062756927,3062757336,3062756928,3062756926
3062756922,3062756923,3062756921,2850497130
3062756921,3062756920,3062756922
3062756924,3062756928,3062756925
3062756923,3062757334,3062756928,3062756922
3062756918,3062756919,3062756917
4054102365,4054102364
4054102366,4054102367,3026812899,411813652
4813004315,4813004314,4814813816,4814813815
3062756917,3062756916,3062756918
5293685566,1344368026
4813004314,4813004315,1812794327
3062756920,3062756921
4054102367,4054102370,4054102368,4054102366
3062756919,3062756918
4054102368,4054102367,4054102369
3062756914,1808580696,3062756915
3062756913,3062756907,3062756912,3062756911
3062756916,3062756907,3062756917
4054102364,4054102365,2716609103,411828169
3062756915,3062756907,3062756914
3799016049,3799016048,3799016050
3799016050,1916670882,3799016049,1916670884
3062756930,3062756931,3062756929
3062756929,3062756930
3875874764,3875874781,1767915279
3062756932,3062757333,3062756931
3062756931,3062756932,3062756930
3875874781,3875874764,3875874799
3799016047,3799016048
3799016048,3799016047,3799016049
1064418901,4428482266,1344368151,1344368107
2054110027,2054118685,2054110023
3195322194,2716609103,2716609101
2054110026,2054099891,2054110025,2054110771
3195322195,2716609101,2716609105
1064418903,2582827028,1344368099,2582827026
