1343300594,1343300567,411823246
1337083796,1337083208,1337083665
1337083794,1337084278,1064018912
1337082775,1337084326,1337084388
411823215,411828172,5116514165
411854955,411828178,3768418054
359072065,1337083922
1337084831,1337083139,392621760
1343300605,411828172,411823246
1337083806,411810386,1337084145
1808574399,1808582400,1808582392
1810377695,1810387267,1810387269
411549824,1337083757,411549826
1337082763,392621760,1337084587
411854966,3768418051
1337082764,1337083267,2370585317
4122822021,3394887425,4428519176
411823224,1337084068,2716609105,2631976238
411854962,3768418054,1344368103
1808574388,411828171,1808582401
411823221,3792706080,411823257
2418829294,2418829292,1999365602
1337083761,1337083169,1337084440
411549828,411527000,411549826
1337082744,1337083830,2554088982
1808574410,3195322184,1808582392
411823246,1343300594,1343300605
411549826,411549828,411549824
2418829292,2418829294,2418829300
1808574405,4761623794,2631976238
2370559298,2657181945,1985354066
889995528,2446682878,1064418810
2934106799,1923715400,1923715281
889995521,1064418764,2446682866
3792706077,2910941402,3792706080
3426502643,2418855307,2418855249
3792706080,411823221,3792706077
411823258,2537513128,411823257
411823257,411823258,411823221
3954711407,1337082648,1337084436
2418829301,1770388649,2418829300
1337082732,1337084300,1885325341
359072063,4195184381,1064488167
1337084777,3820751177,3395076161
3792706059,2910941403,2910941401
359072060,1063913429,1337083518
3792706061,2910941402,2910941403
1914080780,2464918460,1337083403
1337083757,411549824,2000439999
1337083758,1850872871,1337084432
2418829300,2418829292,2418829301
4744486511,1068271400,1099635961
411549870,1337084229,4054108125
411549869,411555518,1337084604
1337083848,1337083267,1806101556
1885325341,1337083237,1337082732
1337083830,1337082744,392621752
2910935498,2642035524,2642035532
2106758620,1337082565,2106758621
2910935500,2537580658,2910941401
1337084858,1337084229,4932456546
3026812899,4054102366,2668508172
1885325332,1337084300,1337084028
1337083839,1337083028,392621750
2106758621,2106758620,1923464554
1337084862,1337083880,1915197483
1337083821,1337084133,1366446691
1808574254,1340958139,3195322184
1337083665,1337084114,1337083796
1337082647,1337084436,1337083165
1337082648,3954711407,1850872877
412215287,1337084620,2018647901
1337082651,1337082404,1337084440
1099635938,1068271400,4183191226
412215292,412222262,412222257
412215294,1337083259,2018583396
2935074397,1889481556,411516729
412215293,1337083700,1337082705
2107294956,2000439999,1337084087
